编号,葡萄酒英文名,葡萄酒中文名,官方网站,类型(Red Wine红葡萄酒/White Wine白葡萄酒/Rose Wine粉红葡萄酒/Sparking Wine起泡酒/Port Wine波特酒/Sherry Wine雪利酒/Fortified Wine加强酒/Sweet Wine甜酒/Others其它),产区（France/Bordeaux/Haut-Médoc/Margaux）,产区（法国/波尔多/上梅多克/玛歌）,酒庄英文名,酒庄中文名,年份,适饮年份（2001-2002）,酒精度,葡萄品种／含量,容量,评分
298,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1964,,12.8,"Shiraz/90%
Cabernet Sauvignon/10%",750,
299,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1965,,13.2,"Shiraz/95%
Cabernet Sauvignon/5%",750,
300,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1966,-2015,13.4,"Shiraz/88%
Cabernet Sauvignon/12%",750,
301,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1967,-2015,12.7,"Shiraz/94%
Cabernet Sauvignon/6%",750,
302,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1968,,12.1,"Shiraz/94%
Cabernet Sauvignon/6%",750,
303,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1969,,12.4,"Shiraz/95%
Cabernet Sauvignon/5%",750,
304,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1970,,11.5,"Shiraz/90%
Cabernet Sauvignon/10%",750,
305,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1971,-2016,12.3,"Shiraz/87%
Cabernet Sauvignon/13%",750,
306,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1972,,12,"Shiraz/90%
Cabernet Sauvignon/10%",750,
307,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1973,,12.4,"Shiraz/98%
Cabernet Sauvignon/2%",750,
308,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1974,,12.1,"Shiraz/93%
Cabernet Sauvignon/7%",750,
309,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1975,,13.4,"Shiraz/90%
Cabernet Sauvignon/10%",750,
310,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1976,-2030,13.9,"Shiraz/89%
Cabernet Sauvignon/11%",750,
311,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1977,,13.5,"Shiraz/89%
Cabernet Sauvignon/9%",750,
312,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1978,-2010,13.3,"Shiraz/90%
Cabernet Sauvignon/10%",750,
313,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1979,-2018,12.9,"Shiraz/87%
Cabernet Sauvignon/13%",750,
314,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1980,-2015,12.5,"Shiraz/96%
Cabernet Sauvignon/4%",750,
315,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1981,-2010,12.6,"Shiraz/89%
Cabernet Sauvignon/11%",750,
316,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1982,-2008,13.5,"Shiraz/94%
Cabernet Sauvignon/6%",750,
317,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1983,-2020,13.3,"Shiraz/94%
Cabernet Sauvignon/6%",750,
318,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1984,-2015,14.2,"Shiraz/95%
Cabernet Sauvignon/5%",750,
319,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1985,-2015,13.1,"Shiraz/99%
Cabernet Sauvignon/1%",750,
320,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1986,-2030,13.9,"Shiraz/87%
Cabernet Sauvignon/13%",750,
321,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1987,-2020,13.8,"Shiraz/90%
Cabernet Sauvignon/10%",750,
322,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1988,-2025,13.5,"Shiraz/94%
Cabernet Sauvignon/6%",750,
323,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1989,-2015,13.5,"Shiraz/91%
Cabernet Sauvignon/9%",750,
324,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1990,-2035,13.5,"Shiraz/95%
Cabernet Sauvignon/5%",750,
325,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1991,-2035,13.5,"Shiraz/95%
Cabernet Sauvignon/5%",750,
326,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1992,-2018,13.5,"Shiraz/90%
Cabernet Sauvignon/10%",750,
327,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1993,-2015,13.5,"Shiraz/86%
Cabernet Sauvignon/14%",750,
328,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1994,-2030,13.5,"Shiraz/89%
Cabernet Sauvignon/11%",750,
329,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1995,-2020,13.5,"Shiraz/94%
Cabernet Sauvignon/6%",750,
330,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1996,2010-2040,14.2,"Shiraz/94%
Cabernet Sauvignon/6%",750,
331,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1997,-2025,14,"Shiraz/96%
Cabernet Sauvignon/4%",750,
332,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1998,2010-2045,14.5,"Shiraz/97%
Cabernet Sauvignon/3%",750,
333,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,1999,2010-2040,14.5,Shiraz/100%,750,
334,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,2000,-2018,14,Shiraz/100%,750,
335,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,2001,2009-2038,14.5,Shiraz/100%,750,
336,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,2002,2012-2042,14.5,"Shiraz/99%
Cabernet Sauvignon/1%",750,
337,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,2003,2012-2038,14.5,"Shiraz/97%
Cabernet Sauvignon/3%",750,
338,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,2004,2016-2050,14.3,"Shiraz/96%
Cabernet Sauvignon/4%",750,
339,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,2005,2012-2030,14.5,"Shiraz/96%
Cabernet Sauvignon/4%",750,
340,Grange Bin 95,葛兰许,http://www.penfolds.com/,红葡萄酒,Australia/South Australia,澳大利亚/南澳,Penfolds,奔富,2006,2012-2046,14.5,"Shiraz/98%
Cabernet Sauvignon/2%",750,
341,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2009,,,"Cabernet Sauvignon/52%
Merlot/22%
Cabernet Franc/21%
Petit Verdot/5%",750,
342,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2008,2013-2021,,"Cabernet Sauvignon/54%
Merlot/27%
Cabernet Franc/16%
Petit Verdot/3%",750,
343,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2007,,,"Cabernet Sauvignon/55%
Merlot/27%
Cabernet Franc/14%
Petit Verdot/4%",750,
344,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2006,2016-2031,,"Cabernet Sauvignon/56%
Merlot/27%
Cabernet Franc/12%
Petit Verdot/5%",750,
345,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2005,2010-2015,,"Cabernet Sauvignon/60%
Merlot/22%
Cabernet Franc/14%
Petit Verdot/4%",750,
346,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2004,2012-2024,,"Cabernet Sauvignon/60%
Merlot/25%
Cabernet Franc/12%
Petit Verdot/3%",750,
347,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2003,2010-2020,,"Cabernet Sauvignon/60%
Merlot/15%
Cabernet Franc/20%
Petit Verdot/5%",750,
348,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2002,2010-2020,,"Cabernet Sauvignon/65%
Merlot/30%
Cabernet Franc/5%
",750,
349,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2001,2011-2026,,"Cabernet Sauvignon/65%
Merlot/30%
Cabernet Franc/5%
",750,
350,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,2000,2010-2020,,"Cabernet Sauvignon/65%
Merlot/30%
Cabernet Franc/5%
",750,
351,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1999,2010-2012,,"Cabernet Sauvignon/65%
Merlot/30%
Cabernet Franc/5%
",750,
352,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1998,2010-2011,,"Cabernet Sauvignon/60%
Merlot/35%
Cabernet Franc/5%
",750,
353,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1997,2010-2017,,"Cabernet Sauvignon/65%
Merlot/30%
Cabernet Franc/5%
",750,
354,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1996,2000+,,"Cabernet Sauvignon/75%
Merlot/20%
Cabernet Franc/5%
",750,
355,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1995,2010-2014,,"Cabernet Sauvignon/76%
Merlot/18%
Cabernet Franc/6%
",750,
356,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1994,2010-2014,,"Cabernet Sauvignon/81%
Merlot/14%
Cabernet Franc/5%
",750,
357,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1993,2010-2012,,"Cabernet Sauvignon/78%
Merlot/17%
Cabernet Franc/5%
",750,
358,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1992,,,"Cabernet Sauvignon/79%
Merlot/16%
Cabernet Franc/5%
",750,
359,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1991,,,"Cabernet Sauvignon/82%
Merlot/14%
Cabernet Franc/4%
",750,
360,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1990,2010-2020,,"Cabernet Sauvignon/82%
Merlot/14%
Cabernet Franc/4%
",750,
361,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1989,1993+,,"Cabernet Sauvignon/80%
Merlot/16%
Cabernet Franc/4%
",750,
362,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1988,2010-2012,,"Cabernet Sauvignon/80%
Merlot/16%
Cabernet Franc/4%
",750,
363,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1987,,,"Cabernet Sauvignon/76%
Merlot/20%
Cabernet Franc/4%
",750,
364,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1986,,,"Cabernet Sauvignon/79%
Merlot/18%
Cabernet Franc/3%
",750,
365,Ornellaia,奥纳亚,http://www.ornellaia.com/,红葡萄酒,Italy/Tuscany/Bolgheri,意大利/托斯坎纳/Bolgheri,Tenuta dell'Ornellaia,奥纳亚庄园,1985,,,"Cabernet Sauvignon/80%
Merlot/15%
Cabernet Franc/5%
",750,
366,Château Pouget,宝爵酒庄/普吉堡/,www.chateau-pouget.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Pouget,宝爵酒庄/普吉堡,2009,,,,750,
367,Château Prieuré-Lichine,皮安尼仙酒庄/荔仙/利诗拿修道院/彼奥雷-李奇/力仙,www.prieure-lichine.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Prieuré-Lichine,皮安尼仙酒庄/荔仙/利诗拿修道院/彼奥雷-李奇/力仙,2010,,,"Cabernet Sauvignon/65%
Merlot/30% and Petit Verdot/5%",750,
368,Château Prieuré-Lichine,皮安尼仙酒庄/荔仙/利诗拿修道院/彼奥雷-李奇/力仙,www.prieure-lichine.fr/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Prieuré-Lichine,皮安尼仙酒庄/荔仙/利诗拿修道院/彼奥雷-李奇/力仙,2009,,,"Cabernet Sauvignon/65%
Merlot/30% and Petit Verdot/5%",750,
369,Château Brane-Cantenac,百康亭酒庄/布朗康田/班·卡塔纳/布莱恩•康特纳/布莱恩•康特纳,www.brane-cantenac.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Brane-Cantenac,百康亭酒庄/布朗康田/班·卡塔纳/布莱恩•康特纳/布莱恩•康特纳,2010,,,"Cabernet Sauvignon/62%
Merlot/30%
Cabernet Franc/8%",750,
370,Château Brane-Cantenac,百康亭酒庄/布朗康田/班·卡塔纳/布莱恩•康特纳/布莱恩•康特纳,www.brane-cantenac.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Brane-Cantenac,百康亭酒庄/布朗康田/班·卡塔纳/布莱恩•康特纳/布莱恩•康特纳,2009,,,"Cabernet Sauvignon/53%
Merlot/40%
Cabernet Franc/7%",750,
371,Château Brane-Cantenac,百康亭酒庄/布朗康田/班·卡塔纳/布莱恩•康特纳/布莱恩•康特纳,www.brane-cantenac.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Brane-Cantenac,百康亭酒庄/布朗康田/班·卡塔纳/布莱恩•康特纳/布莱恩•康特纳,2004,,,"Cabernet Sauvignon/67%
Merlot/28%
Cabernet Franc/5%",750,
372,Château Brane-Cantenac,百康亭酒庄/布朗康田/班·卡塔纳/布莱恩•康特纳/布莱恩•康特纳,www.brane-cantenac.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Brane-Cantenac,百康亭酒庄/布朗康田/班·卡塔纳/布莱恩•康特纳/布莱恩•康特纳,2003,,,"Cabernet Sauvignon/65%
Merlot/30%
Cabernet Franc/5%",750,
373,Château Kirwan,凯旺酒庄麒麟/奇云,www.chateau-kirwan.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Kirwan,凯旺酒庄麒麟/奇云,2010,,,"Cabernet Sauvignon/50%
Merlot/35%
Cabernet Franc/9%
Petit Verdot/6%",750,
374,Château Kirwan,凯旺酒庄麒麟/奇云,www.chateau-kirwan.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Kirwan,凯旺酒庄麒麟/奇云,2009,,,"Cabernet Sauvignon/57%
Merlot/17%
Petit Verdot/13%
Cabernet Franc/13%",750,
375,Château d'Issan,帝仙酒庄/迪仙/迪桑,www.chateau-issan.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château d'Issan,帝仙酒庄/迪仙/迪桑,2010,,,"Cabernet Sauvignon/61%
Merlot/39%",750,
376,Château d'Issan,帝仙酒庄/迪仙/迪桑,www.chateau-issan.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château d'Issan,帝仙酒庄/迪仙/迪桑,2009,,,"Cabernet Sauvignon/60%
Merlot/40%",750,
377,Château d'Issan,帝仙酒庄/迪仙/迪桑,www.chateau-issan.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château d'Issan,帝仙酒庄/迪仙/迪桑,2008,,,"Cabernet Sauvignon/62%
Merlot/38%",750,
378,Château d'Issan,帝仙酒庄/迪仙/迪桑,www.chateau-issan.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château d'Issan,帝仙酒庄/迪仙/迪桑,2002,,,"Cabernet Sauvignon/78%
Merlot/22%",750,
379,Château Cantenac-Brown,肯德布朗酒庄/康坦克布朗/康蒂布朗,www.cantenacbrown.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Cantenac-Brown,肯德布朗酒庄/康坦克布朗/康蒂布朗,2010,,,"Cabernet Sauvignon/66%
Merlot/34% ",750,
380,Château Cantenac-Brown,肯德布朗酒庄/康坦克布朗/康蒂布朗,www.cantenacbrown.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Cantenac-Brown,肯德布朗酒庄/康坦克布朗/康蒂布朗,2009,,,"Cabernet Sauvignon/65%
Merlot/35% ",750,
381,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,2010,,,"Cabernet Sauvignon/40%
Merlot/54%
Petit Verdot/6%",750,
382,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,2009,,,"Cabernet Sauvignon/41%
Merlot/52%
Petit Verdot/7%",750,
383,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,2008,,,"Cabernet Sauvignon/41%
Merlot/51%
Petit Verdot/8%",750,
384,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,2004,,,"Cabernet Sauvignon/46%
Merlot/47%
Petit Verdot/7%",750,
385,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,2002,,,"Cabernet Sauvignon/52%
Merlot/40%
Petit Verdot/8%",750,
386,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,2001,,,"Cabernet Sauvignon/51%
Merlot/44%
Petit Verdot/5%",750,
387,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,1996,,,"Cabernet Sauvignon/55%
Merlot/40%
Cabernet Franc/4%
Petit Verdot/1%",750,
388,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,1994,,,"Cabernet Sauvignon/50%
Merlot/47%
Cabernet Franc/1%
Petit Verdot/2%",750,
389,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,1989,,,"Cabernet Sauvignon/52%
Merlot/41%
Petit Verdot/6%
Cabernet Franc/1%",750,
390,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,www.chateau-palmer.com/,红葡萄酒,France/Bordeaux/Haut-Médoc/Margaux,法国/波尔多/上梅多克/玛歌,Château Palmer,宝玛酒庄/庞马/宝马/帕玛,1982,,,"Cabernet Sauvignon/48%
Merlot/42%
Cabernet Franc/7%
Petit Verdot/3%",750,
